"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Bangladesh","BGD","Services, value added (current US$)","NV.SRV.TOTL.CD","1519804875","1696638416.66667","1779387250","1864403145.83333","1950836541.66667","2153458208.33333","2301386270.83333","2614529104.16667","2782577645.83333","2998802104.16667","3301175895.83333","3613185333.33333","2158502766.66667","2527167253.56638","3752576839.06603","5141134553.85309","3403026666.66667","3317376923.07692","4175784801.5873","4959400670.17083","8081528500","9252375815.17748","8548503831.83633","8061877217.59259","7880047342","9895505313.07692","9816696527","11053605138.0645","12329647688.7933","13579599635.8006","14756643438.5019","13731914901.9608","14073602480.1061","15271412447.0899","15629412122.1945","17121639793.5323","23276919315.4034","24090398126.4637","24909118942.7313","25738207154.7421","26987139733.6514","27308858413.6397","28222531777.8165","31523575129.5337","34381127908.9519","36738879509.4485","37868371842.748","42101839681.6077","48505406956.0208","54643160138.2056","61670449957.3559","68220857709.6624","70856764979.7241","80084715500.4906","92729038273.0412","104820721587.673","135815650111.219","150931188240.932","163542021225.287","178598798205.273","192641707403.846","213553628322.65","234842391816.951","223571343190.105",
"Bulgaria","BGR","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","","","","","","","","","","","6049461538.46154","5763000000","4832800000","4156777777.77778","4235833333.33333","4312421052.63158","4327294117.64706","8446384615.38462","7325529411.76471","7199388888.88889","7263181818.18182","3906693548.3871","4049072164.94845","4905559179.53178","4333265682.65683","12397314317.1905","8106251651.31065","5555186788.1102","8182216344.6299","7277463677.42287","7154988402.35014","7586877514.06595","9064427352.27916","11387113883.4029","14139446222.4519","15988415210.1506","18201094488.6283","23959581525.5423","28992578061.6057","29181944590.5714","30203042093.1336","33251054017.5076","31042971818.9582","32500480070.6186","33567664040.2119","29610777739.9592","31079667213.7642","34375138912.9556","40461999879.2343","42254834296.8348","43527023886.0013","52715690875.0076","54290751049.8546","64009612577.7874",
"Bahrain","BHR","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9893297872.34043","11475611702.1277","12420186170.2128","12752845744.6809","14685824468.0851","15138882978.7234","16763191489.3617","17633164893.617","18680132978.7234","19421196808.5106","20571542553.1915","21886329787.234","22635319148.9362","22811808510.6383","20722420212.766","21593882978.7234","22954361702.1277","23891170212.766",
"Bahamas, The","BHS","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","1498800000","1693799900","1803900000","1984400000","","2096935000","2221108000","2079766000","2070852000","2200726000","2198642000","2336362000","2451733000","4867900000","5257700000","6158000000","6275300000","6852000000","7191300000","7228800000","7454900000","8084900000","8027100000","8715500000","8547300000","8224400000","8191500000","8042500000","8248400000","8277900000","8738700000","9092900000","9143700000","9318300000","9607200000","9749000000","7833200000","9142900000","10781600000","11591300000",
"Bosnia and Herzegovina","BIH","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","480864197.530864","1000483148.41951","994618221.69059","1445422639.17659","1593579072.87056","2084769704.67835","3026260752.00437","3164852813.33785","3693700804.07281","4741589341.07051","5647775682.04312","6131902523.14141","6766203613.43158","8290152155.03396","10254268511.8889","9800425245.9885","9534341996.55999","10406228139.5684","9782401836.80307","10208864119.4365","10538291539.1655","9010717939.17976","9273074062.61612","9978721620.32739","11006660893.1282","11177516733.5781","11054776146.3508","12750485907.7676","13371805159.504","15355023178.7146",
"Belarus","BLR","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4979919678.71486","4089979550.10225","4603203829.86559","6609166914.51043","6631158388.34823","5749835761.72721","5808923076.92308","5356972265.02311","6024994580.53328","4859634977.93823","5081297411.8697","5479064748.20144","6432057266.65624","7710004046.27377","9676983326.08112","11971752514.1377","15092606408.7738","18323781033.3259","23080602883.3552","21454682157.4981","24881568300.929","27256499478.3532","28437788626.4679","34306225753.2334","35979695034.2817","26952798538.7408","23156843990.3637","26067849273.0583","28701300740.8687","31191571974.722","30079419571.0318","33928722660.4429","35561517078.5576","34359818444.8102",
"Belize","BLZ","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","","","","","","","","","55400000","65500000","121700000","135100000","143250000","153650000","163950000","166300000","178700000","197150000","218850000","260050000","289700000","322550000","385050000","416100000","438250000","461700000","475600000","499350000","534450000","590650000","650700000","693450000","746150000","804200000","860950000","921250000","961550000","1025350000","1049200000","1040150000","1077550000","1115700000","1185000000","1265150000","1323700000","1363500000","1385350000","1417600000","1464850000","1531650000","1251900000","1475000000","1755400000","1913250000",
"Bermuda","BMU","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5899476000","5665332000","5784193000","5823723000","5824886000","6016445000","6219047000","6407248000","6475693000","6617661000","6221429000","6593910000","7086329000","",
"Bolivia","BOL","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","446166666.666667","501500000","563692307.692308","524900000","841000000","1077050000","1250150000","1461300000","1756600000","2166500000","1991000000","2573200000","2515812500","2299426724.13793","2665275829.08163","2335013760.4567","1753947749.63865","2031737175.94958","2120465551.20707","2189364307.75838","2244626470.93124","2490451565.7676","2681937855.93038","2806323769.08023","2890223042.14009","3138050372.24431","3514319518.41835","3901075166.08435","4394663704.12475","4492171661.03962","4380474233.05284","4286816135.27156","4134533319.38633","4145305553.46293","4323993019.15323","4470918150.64154","4939385120.38207","5577301752.77934","6752418868.96146","7544375042.73504","8557932277.53291","9828058680.44254","10953916555.7164","12328666439.9421","13681985058.5396","15172303234.847","16903472496.9418","18280907035.7431","19778856421.6609","20742073037.8952","19343217498.8378","20435626916.019","21829513443.1907","23043847493.2731",
"Brazil","BRA","Services, value added (current US$)","NV.SRV.TOTL.CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","152261231549.745","102106351934.047","104387947367.597","118179212867.353","122613444257.629","81056210097.6966","81884352495.7606","87361420442.6957","104309302093.958","116719244145.71","137875741354.333","199752547289","281302633361.102","207403409090.909","224343625192.012","270097570342.503","298905503968.803","447147265838.262","512967697841.011","535273400823.012","527887864029.566","361006425320.009","381810794660.393","323187231617.547","292358135238.667","314608414983.062","367576905178.9","499991625581.768","632877062299.139","806501608632.1","963328136071.813","985946030764.799","1272575966546.67","1506073244665.18","1447917098627.85","1475747986238.04","1504350704986.76","1122919988012.88","1134944646985.25","1307003000981.7","1201023311160.22","1181442581197.83","907044934870.351","950821972578.605","1133818570634.61","1279858337251.07",
"Barbados","BRB","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","","","","","","187471907.33132","223361113.883621","252629559.497708","281907224.183364","347685576.492816","429920946.65142","490933227.265947","508924576.144782","529160244.617909","582359667.876498","643713021.428927","691194749.664396","769353154.67608","807338537.264456","892706209.913986","1428578531.29817","1424750161.58703","1399650000","1456868691.89082","1547606025.95336","1599612191.12017","1721374235.56904","1797593596.18157","1984338487.54537","2083726942.77333","2180300000","2184000000","2289250000","2302550000","2509450000","2747550000","3058627300","3368052450","3471302800","3297818350","3941163400","3983210900","3939182500","4053763450","4033272900","3984642100","3999810450","4046826600","4100445450","4277976450","3832451700","3841517900","4636306400","5070397400",
"Brunei Darussalam","BRN","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","","","","","119327195.085882","150766420.182424","172798144.506323","248809273.675491","304341078.531519","342650652.519046","465919555.829892","552758235.642484","708984524.66617","716238032.33976","780341202.858548","778637669.393573","852885577.445028","958086454.738666","1137070584.1502","1304818239.13792","1512332308.89576","1707013928.26436","1904455003.96214","2043412959.43888","2349368282.03852","2618569713.03354","2786269565.77651","2621582860.80874","2182260183.43888","2311018634.54188","2270567405.1828","2313732615.60215","2384663674.9635","2449067484.85785","2631280502.61338","2928127895.608","3313994740.43488","3729845633.83551","3944266016.36123","4004444925.31892","4455231533.95311","5067886491.08966","5386969265.19454","5653675650.58032","5614238813.86963","5098472139.1118","4899383107.52357","4954487159.21211","5065553869.76289","5142230603.49323","4976446543.41795","5270454895.45459","5424866101.12439","5862721092.02427",
"Bhutan","BTN","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","","","","","","","","","","","59483473.3042136","59276360.9913608","56360258.4289675","58831737.7797063","58714405.5185339","62062084.2849924","74781704.4282483","91973997.8397562","107331740.063633","109787150.226495","116514170.251664","98173669.4574411","92655533.2043655","87637189.189019","91308091.3331919","99679206.3620165","107415373.158932","123230544.324741","136638239.585122","144253941.686516","194229850.046521","202317319.557278","219246769.394786","259263370.096449","300680697.372105","369925291.340868","401817992.483635","496406012.759872","536276604.100252","569574525.846537","734909412.399804","885091790.948505","836574325.40105","825236354.130329","899142144.564479","957056503.26667","1023193851.97565","1120485551.19219","1178374038.04154","1357647483.83977","1228350896.70564","1389362218.46822","1483799697.29885","",
"Botswana","BWA","Services, value added (current US$)","NV.SRV.TOTL.CD","13113451.026957","15105205.8643279","17284739.8933075","19251013.9286748","20101804.2297134","21498351.3277326","23849937.8646356","25659995.8161913","29079579.0225356","32309412.7624966","37966873.9025201","50249563.4744626","64762146.2990471","97750513.6043935","123403735.520113","119471324.177697","131905032.976258","161290322.580645","198754583.973812","250549995.276114","317282640.162115","357818098.37727","349532516.041688","383936564.544919","391451455.013313","335021053.135054","413965081.973494","568870496.342635","712380262.803868","877344921.747434","1206418176.95137","1298444021.11838","1439371766.46245","1574899662.61878","1932061296.74501","2188565175.68854","2170844236.96911","2216166867.03574","2208638745.06612","2435601651.67552","2474332078.87412","2486137283.43491","2588756883.9178","3733035798.703","4295490208.61301","4491659155.31495","4745797986.38149","5105283703.65544","5555213598.99386","5896352455.33911","6917200816.94235","7813400216.10846","7729953517.59205","7867124095.17999","8204444477.61902","7695736347.7037","8163460964.42231","9174795419.95843","9952833315.76793","10240090743.0335","9861398764.09734","11297680634.8332","11467677402.7053","11525182554.7027",
"Central African Republic","CAF","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","605979131.458107","628408661.699476","696532534.823773","774903709.05943","691093864.853803","809847217.863075","733133328.495134","780397600.518854","889947460.354159","955211780.286481","891398813.150488","907484953.356362","1068624004.61435","1010888610.29193","1035249583.62703",
"Canada","CAN","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","411482016466.85","403118301314.459","424488793161.473","456551074001.751","462170067148.76","479329000191.168","563506530583.113","640699461952.344","727719920779.006","827485014104.372","926773112373.15","974259606373.008","919198670282.565","1063135094444.7","1162043486792.77","1191422859004.54","1203380290480.1","1171967739994.99","1042876437217.58","1038407705074.71","1106932213882.61","1153655963674.7","1179999119728.08","1151690655351.56","","","",
"Central Europe and the Baltics","CEB","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","199795686964.038","213246977809.763","211901532633.537","236737682095.364","234520366221.719","237007724012.208","261181385392.956","297522958011.556","354696424176.663","416020448828.17","485520627415.222","547392076288.19","688584084015.462","837357901506.422","721714934411.483","732613244059.98","789452522112.587","754946199135.744","798614324337.398","816060175670.594","720833368774.315","742190713679.49","835796178552.515","951749626468.818","976630421028.214","985000007997.584","1129132931906.36","1152301406815.1","1337194296159.4",
"Switzerland","CHE","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","171909934494.673","175974969316.597","186252248613.284","182447589334.055","199762028953.718","234793608456.66","230761652912.621","201650936401.847","209184591667.816","204347628811.077","192875088228.328","196971769376.63","212997253304.247","251419407440.41","281540435062.324","291264808062.962","306843342638.379","341092164278.574","394659042563.014","393575063872.806","425421835441.254","506699006014.683","490702366804.579","504162421354.615","521282044501.29","499985216876.343","497058757245.48","501171091119.894","522870323658.242","518389439259.39","532387592867.097","577390789292.505","587541326881.94","636219440394.44",
"Channel Islands","CHI","Services, value added (current US$)","NV.SRV.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8408517691.16291","8373863216.55876","9168330885.61454","9161744982.32234","8655955024.61949","10087578459.586","10286901643.8923","11404854363.7303",
