"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2955048413.79806","2970437290.55226","2933785869.94811","2713125822.98715","2697399295.49272","2975183187.99838","3084157294.71609","3400955908.11995","3390161690.30181","3659082716.31896","4963669520.50864","5629932990.21606",
"American Samoa","ASM","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","8807407.40740741","9018518.51851852","12533333.3333333","17074074.0740741","19574074.0740741","17022222.2222222","18588888.8888889","22733333.3333333","28244444.4444444","37603703.7037037","46766666.6666667","57129629.6296296","67425925.9259259","64640740.7407407","71007407.4074074","68311111.1111111","68962962.962963","75022222.2222222","74514814.8148148","79392592.5925926","86974074.0740741","94311111.1111111","106122222.222222","118022222.222222","105837037.037037","109488888.888889","118351851.851852","124785185.185185","154585185.185185","223233333.333333","242737037.037037","274300000","250203703.703704","192648148.148148","185192592.592593","186055555.555556","195637037.037037","211862962.962963","228962962.962963","264614814.814815","288607407.407407","343140740.740741","363944444.444444","298151851.851852","328166666.666667","363714814.814815","395133333.333333",
"Australia","AUS","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89608183988.9251","90122523684.9561","87449184725.3476","83716975829.1175","86442061570.3909","97234184734.1847","104179738862.11","109760354108.07","101360645730.177","95827797969.6704","102171417374.856","89719770613.1044","93452565014.1767","112454280722.19","147118366766.254","171269202289.804","191705887549.996","219445709350.711","270413105642.667","251192758629.83","289197949512.921","370937320990.71","408223873486.484","397221387234.016","375364350521.957","319999234565.046","269365715317.288","311168076600.231","344445477940.037","351970270538.954","337237246698.678","395735702520.172","464690359042.601","477823096286.126",
"Austria","AUT","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","14773818363.1203","17513651652.6517","21235678006.2541","24615378281.0087","27333175920.017","23381107655.089","22902129547.4712","22832725601.3482","20724007977.4431","21385529396.116","30339725101.397","37388561166.7392","39829481778.6693","39450314092.5637","49791098874.5008","51856170889.8055","57221808164.2875","54449019283.0948","58403895916.1547","70256134843.7287","68733289576.2932","61325786447.1756","62591510671.4095","62246879133.0785","56130601073.3507","55877905278.5316","58888534087.8774","72230631435.7097","82626323331.5176","86080090145.2202","92127687811.8281","107390653671.029","117662602452.05","104924266506.181","101509760594.584","110915192689.572","105795008416.013","110781988600.533","113084747385.414","96842098489.555","102014115783.891","107060575329.317","116400059695.618","113121973410.266","111442475275.642","123614713801.75","118913091237.028","129172964008.53",
"Azerbaijan","AZE","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2669696969.69697","1582000000","162463099.630996","504861215.303826","329926284.449681","749284305.473265","1116531996.98228","1465734090.26754","1554277591.10881","1791433110.08176","2242881616.75221","2480680584.5915","2878218078.43121","3531959606.82017","4406958001.25369","7751784654.66707","13670455372.183","21852669311.1951","32100362698.0843","24962583184.765","31624595066.0354","40714537170.4703","41428762354.4985","42311874076.6894","40318634481.9321","23826622836.6408","18008713297.1783","20311418785.641","24616518540.6969","23520411764.7059","17912411764.7059","26764764705.8824","44247823529.4118","33740941176.4706",
"Burundi","BDI","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","22827428.5487316","24670857.1203009","26640000","35382213.9241492","41843809.5238095","52971428.5714286","52653913.0434783","66701000","87303333.3333333","115147777.777778","107338888.888889","123223333.333333","144838888.888889","156820871.436256","124191796.842369","135949125.85964","145755452.395551","177768695.37067","160354713.486948","192295814.504591","196157776.415287","204701591.621537","205625598.767181","188884914.332784","181055397.505769","168078695.377125","102394715.111478","135139490.279552","131306404.077508","130258901.270495","135269797.549503","136544917.564882","130445353.919935","123518041.972253","149397628.234824","189160797.992327","195021101.887881","232672200.90192","248467806.10979","301413818.366183","312667496.418214","331117936.660072","367520230.640348","382078003.028136","419348025.581706","365230363.788419","322822224.772946","299407477.421308","296249715.482126","281767589.416139","284653825.648764","294217729.545601","355166261.141232","253305148.00603",
"Belgium","BEL","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","75018609742.7477","72064364820.8469","65981732070.3654","66107468326.2947","63853438011.0426","59065114871.059","57558079403.3465","61462575828.9805","73879931157.0979","84771694095.9848","87070394710.6614","90388424787.8822","104930651072.549","111719320783.984","99374900080.7812","99487611820.0002","109401001494.164","99661185756.211","104374937336.706","105548058812.941","89796650582.1093","90576885510.9341","95946872456.8237","102906722648","103275329742.745","101071905704.436","107713934149.223","115830716780.545","119491212273.335",
"Benin","BEN","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","23132964.6345585","23126833.7318069","23150077.3399133","29124033.0323914","29122745.4175044","23140074.2151746","34250583.8231135","34949302.9168856","35467451.1867189","36590894.740831","39046951.5546779","45170539.0732857","56987402.0200174","72106238.1030846","94758484.2849828","109411516.992211","90164746.8450097","94183653.8565763","130087914.402046","158282902.796671","172588390.296449","166688838.189078","191718806.093443","168212346.271658","179422816.952746","174659395.860326","161773155.909002","193201115.410377","217026644.030395","191813193.549551","244082029.439664","238027499.709339","215774315.653655","277885076.403404","213152398.840661","290563222.771737","313247926.121669","306690436.722111","308518517.636463","663611628.454118","660221851.60559","792135285.985943","891552199.998631","1164283991.6658","1268969809.67229","1419506171.2089","1488207900.02405","1593877504.2589","1728574804.54806","1745113950.91315","1717225350.15418","1939495721.82984","1889204963.98134","2158540823.10262","2180200581.87667","1865961048.74851","1856151835.28604","1918913561.39541","2088295622.66907","2347652637.10188","2549722649.7838","2913096880.35486","2961379906.71983","3404334127.33692",
"Burkina Faso","BFA","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","65803863.675074","69680027.287928","73513209.259341","81265636.4309336","82398507.2611372","79069956.5357896","82532624.1390896","99563939.4675804","104608426.918905","107350580.01526","101997563.435758","116956056.708705","134895260.90725","176794034.459716","172591848.530333","243835932.414708","258464488.045796","240985919.605148","316520458.631121","361236179.615084","382097351.066458","333252051.980895","330617643.176741","325773713.666783","291481593.051152","298537843.859611","422115232.260089","534347643.199565","562773219.738474","578731048.623911","631708595.016701","603668302.218008","680055046.737167","635207495.408495","386851622.198815","474592227.603258","478310568.087811","481769446.007525","500841612.519939","761453883.683922","649204935.922594","658458283.401502","747428992.874025","1072602300.01435","1235307685.33683","1239463281.6853","1342473321.6331","1719473485.98621","1942073753.08291","2169490679.86435","2634117231.94155","3427454300.94899","3374832050.9538","3239505247.12284","3475929665.08467","2882476794.29374","3193135454.85052","3547901578.68655","4066179498.43871","4397145544.01113","5223467863.85121","5619824367.69616","5408081054.27766","5945101910.37387",
"Bangladesh","BGD","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","298123229.166667","327312083.333333","404676750","415162083.333333","561389812.5","633370125","664259312.5","587744791.666667","693164833.333333","778180875","784982166.666667","672477520.833333","381325650","979329777.663539","1673257331.15742","2258156894.99775","1461842222.22222","1614547899.15966","1900582718.25397","2441672036.79369","3648772609.81912","4010648714.81028","3713023952.09581","3675294612.79461","4054840000","4527346153.84615","4437333333.33333","4762612903.22581","5298845984.01135","5694953625.85381","6365683503.60587","6538067226.89076","6886498673.74005","7606494486.77249","7925502152.1197","8946505554.72637","10069682151.5892","10547494145.1991","11326872246.696","11472233777.0383","11890459153.2499","12193291326.9088","12498572174.8215","13520207253.886","14831544080.1767","16187800058.4245","17299412744.575","19505283724.0825","22659081534.5741","25921677608.2519","28768713324.1926","32210129253.617","33740896081.2968","39460330976.956","45488277274.3894","52360557158.0435","82403006279.9999","91786372514.7251","102780850061.073","115388552126.878","123082487567.998","138685455123.938","156077039271.104","151320650092.539",
"Bulgaria","BGR","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","10668230769.2308","10320142857.1429","11201066666.6667","9991166666.66667","10548777777.7778","10727526315.7895","12961529411.7647","17272000000","13752176470.5882","13059444444.4444","10579090909.0909","4350483870.96774","4042113402.06186","3540914691.59962","2904059040.59041","3397433416.2064","1993400378.88796","2464094622.7404","3199990570.09995","3044131795.17876","3003870436.00099","3401315416.06476","3937470600.27203","5142327416.94763","6051176775.70251","7237892223.8464","8722480498.84978","11668137858.6424","13615038175.4177","13821340421.3573","12057841117.0609","14451639740.9437","13780372462.7209","13129427581.9923","13400243173.4819","12210193442.251","13199534212.4625","14227990527.3494","14707696998.9735","14771459561.5592","15432941073.41","17508612807.6435","22935171745.4506","23204606319.4116",
"Bahrain","BHR","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","8379601063.82979","9977952127.65957","12960265957.4468","9886303191.48936","11775026595.7447","14447234042.5532","14811755319.1489","15794521276.5957","15756675531.9149","12713617021.2766","12945079787.234","14879494680.8511","16411170212.766","16428590425.5319","14012553191.4894","18058085106.383","21871329787.234","20290851063.8298",
"Bahamas, The","BHS","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","470507000","449708000","488428000","479323000","404739000","475257000","471998000","506618000","804800000","866300000","891800000","981200000","793200000","942900000","964200000","936600000","1063200000","1193000000","983200000","1093600000","999200000","1161000000","1213000000","1397300000","1355500000","1468600000","1320300000","1566700000","1608900000","1571100000","1724100000","1250700000","1275200000","1116300000","1260500000",
"Bosnia and Herzegovina","BIH","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","324691358.024691","479709231.735399","716013623.072834","925968365.496847","1129238583.64191","1141424287.57024","1199153029.40373","1214510674.12132","1333222979.83322","1684487677.53149","2055023023.10182","2405363885.03499","2705486853.71811","3435415041.11608","4434438389.56977","4034941270.31141","3856771605.02187","4137763169.21085","3724971718.75103","4058245233.87174","4111941643.05449","3564083647.67178","3824665934.06966","4237254322.31944","4857047589.4471","4752741994.38379","4809258169.91561","5870686245.69577","6051045378.80931","6536128892.11437",
"Belarus","BLR","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7991967871.48594","8179959100.2045","7733382434.17418","5865635636.628","4866374018.48031","4664389965.88171","5049769230.76923","5076579352.85054","5373899848.25493","4127456879.26193","4264139892.90495","4010863309.35252","4643423491.8366","5836238037.89847","8103931934.11904","11431131663.7416","13752424739.8068","16773419443.8232","23586547463.0219","18374178765.1492","20256101204.9649","22289295887.3323","23832719596.0129","27117302267.4422","27883138858.188","18456623418.7011","14774601256.6579","17268164745.1642","18769066474.0225","20441890960.9649","19241056331.5332","22396328793.5636","24367274665.8543","23382213576.737",
"Belize","BLZ","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","31050000","30350000","68900000","62200000","51550000","54000000","66700000","61750000","65350000","88700000","102450000","118750000","128700000","140850000","160950000","178100000","164900000","175000000","183400000","179700000","191800000","202250000","259650000","245900000","248500000","227550000","246150000","252900000","303200000","344850000","352450000","327700000","315300000","341150000","301100000","319250000","338700000","318950000","346350000","319400000","313350000","335600000","333600000","412100000","439250000","437550000",
"Bermuda","BMU","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","223717400","237559000","203498600","289225700","385365000","379403000","377345000","400577000","431355000","484434000","","","","","437715000","357767000","326483000","342621000","320997000","341004000","369131000","393492000","411970000","472923000","388034000","386234000","419382000","",
"Bolivia","BOL","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","312083333.333333","322083333.333333","428538461.538462","443600000","764550000","753200000","872250000","1061000000","1244250000","1469400000","1286400000","1693400000","1774562500","1817887931.03448","1946499043.36735","1732780187.21493","1285039364.54387","1319691067.47451","1432349433.80299","1483689306.65312","1552006962.63376","1635371730.16426","1702240472.22458","1641755131.14282","1682718513.96716","1956983294.10696","2067808711.2867","2095177206.75308","2220683783.85785","2083188017.77164","2161525885.9728","2069628678.55007","2013809232.91492","2068810655.25794","2354763697.07661","2508480048.87639","3166692491.66554","3711651056.61586","4958369475.46261","5068251609.68661","5923201272.05695","7277399040.09853","7945025976.84515","8743489406.65702","9115361878.65291","8316847330.34916","8596051456.57751","9891019345.15983","10574133559.242","10309823167.785","8605058001.39867","10651980541.5652","11530944168.7471","10935465872.9419",
"Brazil","BRA","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","102106351934.047","104387947367.597","118179212867.353","122613444257.629","81056210097.6966","87839578131.8159","91796010312.8833","107732580348.007","121416054570.792","130140865100.475","174628338758.186","154710612226.965","108813636363.636","112019354838.71","137369689369.595","186090697233.573","179881302585.796","189986239379.166","199552907999.317","191042372321.991","130402419549.123","150796475063.449","126777651308.801","114680118053.817","128861660842.086","162681659207.711","215530887943.181","260779832963.044","323088039698.869","391493127643.806","364715359892.929","513951866359.486","604385744209.36","545644828626.126","524851246864.114","502812637104.369","348909075885.568","329595198167.566","375322469307.251","359406922854.817","351328226218.421","287931224095.225","369605262901.293","445418441741.528","483927141907.504",
"Barbados","BRB","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","64405227.4639869","76777123.4654157","90281542.7546342","104459802.118033","125292099.637051","172177198.82663","188807239.09909","193158653.60712","218962859.841893","245214537.861085","223934768.557649","223636454.034704","232188137.025804","254760602.595336","268035598.866405","376373489.782728","351464227.11679","298450000","301496544.523443","308854969.422761","331327996.817978","352607766.121414","400785561.577089","439815044.995774","451449311.390643","468300000","448750000","447950000","504050000","519700000","570850000","684188350","688432300","724526350","688247300","753336050","807460750","774702750","784891650","770103350","762917500","740466150","763423200","761856250","766306200","697677800","735715350","874719100","890283600",
"Brunei Darussalam","BRN","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","2240007305.48179","2387815868.95669","2934934433.99701","3496988518.85803","3867929757.8261","5810051397.55164","10527951482.4244","8984962516.49493","8382092088.24369","7350399729.76967","6986120322.5979","6309021783.02579","3402216627.1144","4033658737.48563","3459955405.55047","3744174433.59347","4606976377.48345","4659103886.72225","4502249235.30193","4230947467.90538","4185258313.74291","5171187781.81017","4953532240.20103","5245183254.6053","3409628571.92212","4049103919.11985","4354376516.19556","3825190796.13789","3994983480.71003","4765426164.79346","6049891699.54728","7715595688.75707","9474138349.24135","9858452343.66559","12172922251.1978","8016846413.26489","9410397869.3782","13647660842.0501","13839763523.2327","12669964707.2016","11600792363.8371","7934389312.17184","6531139926.65454","7243013418.4168","8580366576.79913","8420335767.51159","7099465167.53037","8782292450.43857","11331031295.9722","9349401513.87959",
"Bhutan","BTN","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","15661116.7952974","25094718.810587","28357393.635541","34708153.3054399","35982821.8636555","33370696.3112683","39815775.8492242","64717308.953439","64128589.3028015","64637527.3489261","72630593.8812238","62640443.9665712","67532973.0211914","67662671.5147712","77762419.9242793","98876183.0121167","103402639.103193","118935711.298614","119673943.115702","144240366.162427","153508623.023143","175746970.303783","199851722.840988","235639329.33539","254243158.452754","292901138.832845","335665798.103463","522674168.391899","537753131.621122","525333753.452904","672016160.284683","740024188.110451","754084368.470886","755019078.719308","786433065.345565","841611053.721379","906436921.425807","1011637127.14826","911018856.125061","905344468.120514","781296417.4275","875586102.461295","922356479.317509","",
"Botswana","BWA","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","4053995.32608741","4046207.18797136","4054313.61415463","4042852.72904443","5615684.15314412","8794780.08861788","7392086.00482857","8785998.18701625","8228753.77616116","15110221.0548745","26520978.0936721","35160658.2412091","45417609.0928383","65623226.155934","85359769.3520163","110140796.313224","118392529.598132","146622167.323863","220912218.335412","350303739.722481","465630930.554215","440101919.597293","439416468.138543","559518144.341551","640609439.660252","632697823.519487","806856739.025854","1140331911.6038","1637328911.70674","1894176643.24433","2157120850.3676","2111219223.59844","2059202028.70042","1991849199.88032","1842538510.67832","2076396062.77598","2202181007.92462","2293975423.76758","2086027762.2649","2457049387.00089","2680027304.08875","2457576525.3715","2391201939.00179","2975819430.69557","3477464084.04185","4250742900.69772","4624742517.53769","4806461898.09083","4411407590.43179","3330477690.03047","4711041321.82745","6260674387.66711","5225776278.46254","5581139036.16994","6463047690.17844","5079984276.81649","6085114434.63162","5975174683.69159","5927172037.18637","5343443508.55212","3992976143.4858","6195066444.74224","7611719738.87864","6657417475.00661",
"Central African Republic","CAF","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","508031769.774505","525147561.230207","649438498.309807","690864011.955523","409202579.186414","369159076.585253","375205701.697736","394901759.41043","429747867.393258","456539053.130482","455632693.833662","475772281.85039","543244565.145111","504097768.252586","529161077.703285",
"Canada","CAN","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","181539072656.363","170126727334.007","189085279666.151","219708437142.28","210222107438.017","209734913655.77","249922203982.585","291488854727.133","342700115530.616","380575634696.756","421344381342.519","455678537956.888","344701250984.166","426188304452.91","486697022204.677","486979356756.42","491439314623.88","490043362985.931","380032251381.957","355950967448.067","396282298083.287","424815832585.479","419843824725.777","371727999597.04","","","",
"Central Europe and the Baltics","CEB","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","123017703911.615","130013100030.987","127440512596.827","136684571459.187","129034628623.303","123991848967.917","134341931044.379","149199231211.949","180464701292.744","224601179969.237","261378879982.093","300778103745.683","381320387864.67","460493196673.816","383974822977.078","393408858656.874","445877224496.029","403523983843.05","403673072539.02","430005026099.174","382894306359.01","383285494508.417","411081447480.98","460760142109.909","463535859570.852","453931106604.063","513920420535.951","535621021038.156","635803236444.333",
"Switzerland","CHE","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","81098459545.0619","81318650627.6151","82529062011.0937","78960334325.9339","89891639248.3732","102605467230.444","95325702265.3722","80438027974.919","80868808801.214","78285177739.3157","71111286712.4585","75211495615.0747","81760665340.6904","94162772703.646","103205843184.56","108030742852.554","114837350454.618","127253705431.523","147185003231.465","137127722635.787","147883422274.049","179197725943.652","168886084027.114","174455656568.669","176722439471.14","167984415632.042","165713873504.569","168361612687.559","177212592845.091","178330806269.025","184222986836.616","208060666323.186","203580882510.807","220595463499.872",
"Channel Islands","CHI","Industry (including construction), value added (current US$)","NV.IND.TOTL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","703812872.110062","735383685.44326","794439840.708779","795662308.81225","722532032.410405","989001286.513379","947982498.294198","1028216318.67714",
