"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2760.24950013383","2476.60309212528","1491.61267168515","1440.39367766731","1591.47883510174","1766.91014753775","1921.54998906893","2039.78832272816","2239.42758322","2376.51916942321","2530.74394657588","2844.36266354649","3282.11706336711","3836.22556765401","4377.22759688046","5172.21892096961","6072.75924465718","7136.75405509164","7827.316667339","6811.69247962741","7095.21267972094","7624.26772626905","8942.63537897164","9454.87852836557","9736.2349746279","9756.84084836026","10570.2720413936","12066.0043093819","12877.4937543553","14975.7539538157","14706.3173043422","15921.705281964","19161.370051419","21342.5145334886",
"American Samoa","ASM","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Antigua and Barbuda","ATG","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12935.2240473887","13594.5744870247","13843.3559487705","14650.6712640689","15662.5039616709","14991.9070115283","15942.0117203497","16757.299176289","17414.2896276311","18003.7457273572","19228.4914831342","18481.7936276429","18724.7524583257","20033.2130195805","21527.4546791969","23374.9339326556","26823.3022216683","29710.9257725145","29837.9707172138","26034.5268098361","23958.4212623175","23692.724350004","22377.3619121949","21759.3680239872","21673.3949588348","20989.3858896307","21321.7097579145","21370.3095091624","24524.2137953887","26533.7301936962","22356.7687224849","25733.2948269644","30031.7474698743","32149.1403648823",
"Australia","AUS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","17381.2252724823","17835.8304564765","18253.9697600814","19216.3066487676","20170.7847643535","21038.6667853022","22132.1929034356","23124.9639117233","24378.2453109245","25485.39144594","26541.6653208437","27645.8140289701","29032.4909555888","30121.8184177337","31763.7960926854","33036.5834770249","34846.7156302418","36653.8417179443","37532.9990434133","40312.3951186945","39372.8511038542","42022.7392158859","42863.3483169945","45930.8505081503","46903.770304139","46263.731388772","47260.1529933747","48371.1409956585","50183.6898127634","52673.0638176231","53984.1246979075","58145.5513641715","65834.7848928357","70340.217162223",
"Austria","AUT","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19382.9664747914","20522.1855149093","21194.7573972524","21632.3186748084","22538.0742657382","23588.4562990757","24417.66429689","25294.723885165","26529.1815683188","27500.084954534","29214.7386484813","29556.403560049","30952.1708232398","31962.9255331065","33523.0204968283","34776.6699535218","37396.0350960866","39193.8173640977","41046.7900352112","40665.5046605019","41740.1149241758","44171.5618687028","46156.4832073037","47519.8522796571","48355.4977624407","49562.5939257986","52397.8635176673","53869.8321183555","56636.4953030539","60354.9279422121","58523.0337816244","62912.1741140595","70675.5146633219","70296.6607641556",
"Azerbaijan","AZE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5253.928344414","5322.30156155142","4150.12686044349","3217.94587480169","2603.83438642015","2317.79279883847","2366.83980939422","2522.84373040765","2779.80698744176","3001.30534251865","3382.08308668081","3771.2705793939","4160.21616652063","4640.13437290613","5160.47262532578","6741.20096471132","9244.40645520997","11734.7641864862","12972.4427129521","13972.7309052382","14680.8741446231","14804.5744507911","15994.1466501836","17267.5118919537","17563.6122454385","15075.2726347911","14535.8020210633","14315.929643106","15282.9995232298","16675.3179361558","15163.5703327282","20111.3756952109","22552.114937879","23597.8378621757",
"Burundi","BDI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","598.164184443141","635.996669502794","639.726216866568","633.663199290425","618.374088253734","547.560812621511","512.624463637643","513.212349135672","533.345692096368","522.75247581906","519.115060397164","528.311161533813","544.794496503077","531.687405262606","551.432352590654","552.917767293667","579.571321312066","593.463755939847","608.670438300926","604.367850925292","613.649848950212","628.667677982637","638.873181633008","687.365920077706","724.360357491385","797.426234406883","771.987433717541","761.26925722129","753.455516066195","779.197990653363","786.515830674648","836.665571337829","888.518158386928","919.906646235639",
"Belgium","BEL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18675.3121947985","19587.8553500426","20258.5474461442","20459.1891478373","21504.01177389","22431.459360451","22736.7580685985","23727.8975208193","24368.7574088239","25440.8411888638","27788.0908832256","28796.5795804462","30282.2886450283","30934.5826454577","32063.9826949865","33177.8909458158","35258.985063203","36799.5318686343","37883.3319417819","37885.9059125602","39844.4054386496","41244.8495035213","42483.5250666788","43864.1204196838","45147.6429534057","46084.2424551717","48414.5518065681","50256.0631772784","52466.7330784599","56712.4695719782","56120.0958420466","60611.5271350127","68080.3518934863","68894.3912031901",
"Benin","BEN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1186.11606897791","1239.22499738448","1265.25241870174","1311.34449339377","1316.24432535856","1395.26644438169","1443.96771281944","1507.92415396564","1537.14382555473","1592.13782136595","1671.35725173115","1745.9825622011","1799.88269639138","1841.60297282304","1915.34644348785","1945.56414050042","2020.60567730018","2135.53787870493","2215.35163855978","2213.32895621837","2220.32854609324","2264.84186926384","2346.08416204547","2511.65309588333","2670.41561399187","2725.33724817144","2842.0246258376","2885.89383987721","2965.30628143664","3148.97969597838","3244.58772756805","3464.2886286745","3844.16493382584","4129.97941493295",
"Burkina Faso","BFA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","566.944147268755","623.268001727093","623.384995268387","644.035464363752","649.842407582694","683.639151552336","753.309166748522","793.970841415169","838.079355304816","886.434090635025","896.47748151221","947.919374635771","973.983933381264","1037.83799373767","1079.00009144106","1171.7643231823","1244.00243841423","1290.49951015474","1351.36041566959","1359.69224907933","1449.42216381509","1531.34338243982","1571.83884477315","1642.89213125776","1661.31773793757","1691.57935387408","1881.75893134407","2042.40295259917","2073.3235382155","2232.16282016585","2380.72282781802","2486.43093147762","2641.87011276969","2754.71346543425",
"Bangladesh","BGD","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","940.65447080066","987.313199477701","1044.89188609012","1099.38588804269","1145.11016605873","1206.36646700093","1260.75489522895","1315.4692332577","1372.95383937132","1429.98645249288","1511.90500589079","1597.58740607494","1658.80230934237","1746.12725780809","1861.51256287792","2019.73839561092","2195.29485455883","2388.10025156747","2554.85788234607","2675.25945928027","2833.69544366101","3051.26983271811","3434.27815090447","3691.10431102117","3972.50647733491","4212.23578089428","4579.13228682862","4882.60692615639","5490.15881865179","6047.12401504125","6640.58437331062","7441.06913961254","8450.54902533944","9147.77750665547",
"Bulgaria","BGR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7545.58520327599","7213.04782955975","6914.76504059258","7029.73872472545","7335.23504648055","7737.75681736123","6846.44288284004","5749.3646083913","6177.63560513813","5807.81319081372","6422.7893292648","6961.03996834328","7786.42174530197","8417.47073315879","9201.73973840534","10291.4458776203","11408.0495155875","12822.3130489488","14346.8758795014","14180.7280705653","14955.9157788275","15747.4201648316","16327.2877371365","16649.4008643826","17616.3485657192","18390.9642349989","20065.6884070776","21457.9249725792","22977.7790501903","25434.8488732657","25863.3441481014","29278.7949805816","34826.6467213062","37410.7800415164",
"Bahrain","BHR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","26902.0611447213","31657.3641880838","33648.2270990468","37869.5048677579","37579.1688353287","38839.4363966157","40105.8474937258","40965.3457402342","42281.2948959352","43560.5377248558","45687.5220018081","46161.575817761","45091.4893943822","45426.9348593075","46317.0282484903","47268.2721417414","48009.4919934893","49347.494494067","50330.3246512557","48625.6568314106","49254.5770079436","52677.4511190668","56712.5692656153","56310.3117458189","54299.0564613228","48034.2468880503","47428.9018907649","50184.5005767301","51993.1307818652","56599.5214364411","53436.0316999712","54954.6757895532","61562.1414837823","63497.6169362333",
"Bahamas, The","BHS","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20152.3517789941","19622.3087667231","18950.9388649816","19098.3605640312","19769.5570360741","20721.7981602667","21647.200344849","21971.4808465729","22937.0749448747","24592.3910072156","25851.3542359851","26796.5189483822","27630.6166802687","27487.8316637077","28127.0993337793","29635.5365964802","30915.419775357","31760.0844582172","31197.2231023886","29690.1622783644","30125.760841879","30582.0473124073","31100.5660768195","30127.5454307017","31321.7025136306","31687.724047011","31916.2517635492","33703.2226750049","34668.809181369","35406.5739124983","26141.4530002473","29340.4723479708","34719.2847669033","36742.0620432456",
"Bosnia and Herzegovina","BIH","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1042.54531962079","974.925223528975","982.248042293335","1066.76199243787","1269.0276421185","1506.50853051196","2268.08053842127","3040.39537290218","3523.08246569422","3874.34135625429","4147.03813509401","4307.12311817515","4664.68512072","4917.86402408479","5408.16150474843","5955.8392069065","6870.5065279752","7686.4139346005","8586.77804781181","8693.61839746895","9086.74853515985","9761.51519578686","10121.1556428302","10808.3117463605","11167.8674881233","11848.6448826837","12899.3821373872","13627.1353317236","14858.5935927133","16428.7216653786","16369.9294622808","18270.3351779512","21099.4879125724","22391.0978446698",
"Belarus","BLR","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5220.47473093023","5329.79781634008","4917.12115174964","4640.85663941211","4190.32389324376","3845.70681635359","4039.34042410284","4596.48615963859","5061.33499020399","5331.41743687119","5795.65224182629","6238.09862993194","6697.15436392275","7361.72161601516","8482.92020173857","9636.89112407696","10994.5981283371","12320.024025772","13886.1314048183","14034.191120749","15339.0999024908","16563.2014078209","18114.7508606707","19014.0529737697","19037.8209530599","18133.5696288888","17832.4778855815","18413.7127377197","20026.0306698699","22301.5766886376","24872.3398993711","27611.1801135156","28429.4948814534","30763.0198215957",
"Belize","BLZ","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4473.90290895439","5060.51070605935","5714.30621399446","6083.96777998496","6081.74072826924","6100.07048827251","6096.38437206112","6252.02001341667","6342.85584852988","6800.70134747602","7555.13433419338","7863.51714472982","8165.86601858136","8863.00540776568","9258.88296120649","9480.48068168702","9924.68920121382","10242.8475585297","9985.97881559762","9744.23020511419","9734.89239719758","9697.85343903603","9266.09146145698","9514.40354285543","9489.94683154866","9538.19054142614","9401.53293960018","9121.74716397996","9527.70914005255","10531.3234398626","9618.01643529994","11677.4610095172","13465.9807069861","13823.4379513758",
"Bermuda","BMU","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","35944.5383488148","35583.9918598636","36109.7328558166","37812.9984920674","38603.8538828206","40917.610412922","42545.1202191876","44995.7854559043","46915.8458373716","48798.9050119141","54176.3777484401","59092.8759679001","58862.6907985614","61829.3240111626","64790.2739206198","67771.4683748294","73590.1160685129","77894.064620207","77556.4350026444","73336.9875154951","72188.6928297547","70911.542318725","69149.0500342682","71519.6398526584","71988.5383627822","75943.4642970922","80412.1834895484","85680.9701917217","85978.2177227009","90984.457670832","85143.7179221205","92276.2346046359","105048.434014574","108810.998438551",
"Bolivia","BOL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2284.01268318334","2434.34709639234","2479.71028822324","2594.87737375554","2720.80378848539","2853.39410260132","2976.76635040042","3121.2452985099","3257.0491316314","3259.82944814999","3359.0951054109","3434.14415635464","3514.9142625897","3620.33772186499","3808.21800383215","4032.72639795408","4282.87164754436","4521.67931995959","4810.27858286787","4919.81031861385","5100.52757233111","5388.5129347759","5866.98414168445","6589.67145543799","7047.20152925339","7152.04465008671","7547.90376778126","8510.26685556152","8952.58785283125","9174.44563456336","8293.99121184441","9454.19814726348","10371.9629040947","10925.2730516706",
"Brazil","BRA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","6687.92294833905","6866.63038103352","6869.41000556192","7259.9888571372","7727.24541732654","8096.91149172834","8300.63414175218","8601.60903055747","8598.80569251682","8634.60784573779","9091.76851396714","9303.6452918321","9616.5948552087","9801.96212478865","10525.711378708","11081.247473701","11750.5312440167","12672.5051161153","13445.2454699613","13390.6831318342","14451.715839153","15211.7920395129","15198.0863321248","15722.3335254698","15827.3081625514","14821.438318195","14309.2061473297","14559.0488894794","15463.7426396097","16069.8380163501","16101.618305077","18075.7060063108","19876.8533546887","21107.2821033791",
"Barbados","BRB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11071.6479734221","10966.1388261103","10541.2324429135","10845.0063390141","11273.6829401619","11723.0940364488","12400.8223879963","13207.178009516","13851.2454467633","14089.9152533687","15075.9509426366","15030.0068340713","15283.4118718619","15826.6634843566","16387.8259929839","17478.1302191628","19019.1336763118","19846.0422354532","20250.1141748194","19253.2687012422","18977.5426796576","19165.0101287625","17936.9937259746","18004.6691202993","17752.5177240704","17804.7490038367","18013.6734415905","17898.8994551274","18551.1686491129","18760.3700129938","15824.49106614","15683.8847128096","19786.3615156208","21336.1575553015",
"Brunei Darussalam","BRN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","70200.7406176561","72609.8062356176","70015.7711190714","69387.2563533039","69778.5768875221","70440.0219115372","70007.6412440437","73980.4113416979","68256.869971796","70584.6097088028","73086.9319845579","74253.8817161243","76838.1758588433","79632.1721962681","80403.7579276411","81534.1716607374","86114.3372197056","83693.3213426106","80476.7248909599","77957.1442564035","79542.677875612","82735.3914838894","87256.0422331538","83237.1470918238","81225.5484781769","62707.8263582428","56679.5185751306","61657.6802809744","65148.8264520382","69353.6798666178","69787.9633393605","78248.7971101454","81801.7459082792","85267.5530498505",
"Bhutan","BTN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1637.87181236477","1656.84173799998","1840.09034908378","2001.13467393176","2145.7456691181","2373.5684680612","2547.83812338574","2682.59478365266","2818.99572748529","3017.48876270402","3113.04543963162","3338.49247214123","3662.80906965119","3942.28144813904","4172.7821695754","4523.35970452719","4860.27017450283","5728.91569800792","6035.21741003071","6466.09744879477","7245.7726387755","7935.46761203249","8577.4073193319","8666.91063640017","9323.39448982717","10213.8139630438","11273.2823798666","11677.4142686794","11969.5614973058","12909.1009832232","12475.0480046964","13458.8126642925","15063.8105697833","",
"Botswana","BWA","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","5978.01927336927","6462.66426884387","6614.07231115726","6705.81863376533","6903.47605142849","7348.39089301319","7727.98813984151","8321.92487130357","8267.58339267412","8998.58735589737","9187.35186480004","9225.95858080616","9752.83566344882","10223.9550249624","10595.5485454085","11222.4460159809","12304.4512248688","13113.2318455919","13526.1736430579","11445.7127981806","12491.1580840844","13355.1608411236","12474.792512127","13341.1770062004","15003.3197518349","14143.6940733728","16228.1231235664","15700.6650479641","15785.819633781","15960.0156143903","15292.3028420199","17961.3576218457","19977.6508534267","20916.4015457301",
"Central African Republic","CAF","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","620.391176479959","618.179517952872","573.150589265276","570.245637849489","592.18543756719","630.691681363119","600.772967871177","626.078453819438","645.129994426757","659.524563035142","639.836997023265","668.445939254432","688.180451087341","648.193215391801","690.42651403642","702.460624583096","743.287480191679","783.35544526909","797.652806153242","877.252131108951","936.485497362336","980.185520951852","1062.06809941049","709.853481245446","698.963738923072","768.870887999174","826.013301383169","883.810734876066","905.817788941094","984.843183678857","1066.29005423151","1128.55237996459","1218.43422114745","1259.82439976102",
"Canada","CAN","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20229.7558681625","20224.6873311056","20626.2020585898","21440.0469855991","22632.8340863081","23485.6419280395","24050.1750062174","25258.8605604948","26319.6741635104","27841.3533496575","29362.0841609786","30230.8487685762","30963.9218856684","32351.5456968698","33927.6696952532","36328.378994377","38119.3909593545","39575.4770075876","40376.0882836384","38864.0566958538","40098.2537191139","41666.8374590278","42291.9729357094","44301.0562529133","45758.1007297304","44669.4513631838","46470.6466391111","48317.3874457165","49982.5999118348","50498.9731057448","48590.6832121939","56547.8005608561","62707.9414029907","63419.0817401012",
"Central Europe and the Baltics","CEB","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7527.91289874069","6973.51460763608","6828.86882259675","7019.51444736445","7435.65818522045","8012.93287325958","8420.40728134201","8722.55658608069","9114.52143045038","9415.72456267941","10034.3808457694","10820.6943947108","11640.6528646612","12343.8035333846","13495.9720827116","14309.6872581304","15919.8338238023","17751.9331284574","19674.3042740317","19702.7611418547","20871.6564249917","22368.3165227233","23165.7533431183","23916.3110278559","25003.2868453969","26231.8954803755","27872.2526983348","29978.6798347583","32217.9127540714","35739.8503630797","36170.2947707047","39925.6997388007","44645.9800357985","46280.6636430804",
"Switzerland","CHE","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28442.331604763","28773.0139362181","29093.3238541076","29475.7500522008","30245.3759671361","30821.4370522444","31497.7419568964","32728.0114219533","33857.6531675935","34742.6318631555","36695.2070554187","37822.9275072501","38704.9584597242","38737.3079261209","40176.5707415374","41524.8488732932","46275.5494842863","50929.4927044896","53808.7841127066","52971.3732760585","54432.3330821362","57493.5810559211","59440.9158607666","61656.4661708516","63417.0437157565","65282.5841931923","67350.7518747757","68193.5054944094","70688.8187491194","73732.2353322093","72997.8239503282","80739.6229283127","90138.948852934","89314.9031514456",
"Channel Islands","CHI","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Chile","CHL","GDP per capita, PPP (current international $)","NY.GDP.PCAP.PP.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4405.91401631876","4836.28428229195","5492.86946939937","5982.35165503007","6426.14222569093","7194.99903926409","7895.43678084451","8510.6669850103","8850.4917161194","8838.75917185618","9375.59008392779","9775.553235058","10133.404114185","10708.8236470582","11612.399685294","12550.4348007279","15510.7700740022","16697.5160217416","16375.9648536535","15951.3304877215","17917.8951218552","20121.6834207585","21366.1771259648","22201.0660680295","22553.6161793622","22457.8800611733","23256.5036046897","24295.2237671304","25305.0903462611","25611.7578269458","25350.8635082972","29132.8779897751","30944.6358694631","32893.4279650101",
