"Data Source","World Development Indicators",

"Last Updated Date","2025-03-24",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023",
"Armenia","ARM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","789969495.783241","843376623.376623","506852687.730817","567247614.979354","517226106.17727","351337833.404042","371135639.068689","332378719.934774","359865213.08226","383089746.944268","423629630.453398","511522177.782582","661384145.809715","855676348.11756","1008274439.96626","1338474938.04723","1413899569.40957","1674567002.79826","1663675191.04852","1268730265.77942","1828759690.54548","2284326940.19769","2926877147.39263","3153322766.33811","3315721291.63587","3137020863.27486","3558717725.79882","4405338883.1041","4907543376.02549","5631685777.79462","3762799929.1522","4983421998.13407","9800654853.44412","14319480483.0819",
"American Samoa","ASM","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","518000000","513000000","460000000","498000000","495000000","505000000","641000000","530000000","364000000","335000000","483000000","458000000","429000000","428000000","429000000","362000000","436000000","399000000","427000000","332000000","409000000","",
"Antigua and Barbuda","ATG","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1027285185.18519","1016366666.66667","1043081481.48148","988692592.592592","1037966666.66667","1194092592.59259","591277777.777778","752377777.777778","1021455555.55556","",
"Australia","AUS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","2413600386.17606","2437120389.93926","2773120443.69927","2796640447.46247","3549280567.88489","3428320548.53129","3525760564.12169","3915520626.4833","4016320642.6113","4378080700.49291","5354720856.75534","5715360914.45775","6663551401.86916","9019859064.70211","11680176860.7222","13874095316.1273","14184298826.9876","15449644413.8564","16122883554.3204","19275247074.8608","24616155988.8579","26334610472.5415","26231932031.3362","24060337550.3733","26235903974.9613","27497313397.1163","27321628427.5322","29290629962.9434","37674402360.871","45333960856.8628","47071479854.3762","52248569798.3159","54226800318.0809","54747048903.8786","58015219647.1809","65793733293.7333","75814054769.3059","83327463879.3804","78166587533.0665","71285875422.9853","80695888525.1996","84096722017.0419","82033782309.5723","89138031450.2038","105490823730.26","126785667301.888","148587374344.676","172570464002.512","212794797279.029","213717313259.647","227427026265.26","299823615768.297","332613569102.522","315055128030.195","309621975144.753","271152836560.501","232663011512.861","281774035049.614","312605804111.245","336477593836.115","319174580744.374","343364164705.654","431702961776.761","463106247223.68",
"Austria","AUT","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","4210936226.51495","4828104967.50743","5940800642.89541","7945377046.8761","10245142815.0766","11254487635.3006","12352077932.0396","14409079177.4207","18066572538.6146","22832409675.7591","26006988938.5237","23441764299.2915","22623842058.5626","21981186609.4684","22265891616.8076","24230778132.482","31689308697.6115","38996594471.0492","44096573052.4908","46607266770.6708","59423123562.8706","60116253388.3324","64678673929.3764","59900880160.8896","65453948921.8167","80827704381.0564","81256726020.2755","78792189649.3404","83704906625.1667","85506769076.8318","85517700615.7602","88123583855.2769","97162434781.7614","116896445115.898","141284759924.34","153683275028.619","170970399267.409","204559326902.395","230062733001.008","181624739693.597","201088697058.6","232888435640.827","220969205398.673","229883469300.996","236189419666.341","202662480693.772","207329157226.967","225412896932.944","252098473760.43","247609283522.368","224423223720.542","268837449657.887","292323553488.581","304271388937.258",
"Azerbaijan","AZE","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3896969696.9697","2440000000","383311808.118081","902385596.3991","294957728.987884","785309767.998287","791860069.072703","1150456356.05181","1009304729.90437","1281380721.40315","2118053576.59715","2368581267.17326","2667039717.57852","3056572037.1513","4235083891.66131","8336815027.37934","13953852783.3275","22516209778.5402","32132494340.4494","22870725058.8778","28732245203.09","37215171599.8511","36912727758.7205","35905452997.3577","32558931187.3444","20060045053.3105","17580756547.8197","19839874967.6816","25484215746.0778","23629764705.8824","15208764705.8824","25487647058.8235","47274117647.0588","35487352941.1765",
"Burundi","BDI","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","24499997.97599","26249999.974275","27999999.97256","17499999.98285","36749999.963985","16452740.7251411","17828571.4108447","19257142.8379958","18861714.2669604","18371428.5531621","25945142.831346","21329142.8376419","28961142.8571429","33526568.9417243","33674920.6349206","34839365.0793651","61551304.3478261","96342222.2222222","71443333.3333333","110822222.222222","81022222.2222222","88603333.3333333","103470000","97956966.1108123","113561106.006182","126803836.274753","140881024.787597","110260311.589511","136282900.38819","108560193.991189","89130244.3724271","115775316.368525","94756920.9276871","88062144.1515651","95016968.8478329","129318804.202468","50580560.1981833","95688945.6506315","71499425.9063978","61217971.467102","55005758.5302566","45410971.2771723","38676370.9024088","50072047.4404685","63635537.873214","69261012.7928117","92956380.7267365","92221560.1934208","169242769.206768","117576044.108053","197117146.938277","196752237.563967","226242999.918978","222979901.007493","235295491.81793","199192399.041752","168837908.896205","164138992.722486","151646759.797055","133258587.053003","120542434.078728","138797984.687655","165971200.659665","139067146.383838",
"Belgium","BEL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","12006111335.2158","13052184853.2193","16423224269.0862","22932275926.3093","29637776512.0133","30156821322.8036","34528907001.0449","39354961170.5121","46332075060.8428","58067512383.049","63563403228.0315","56620736636.2451","53510783153.8054","52655467455.6213","53687392488.1318","53878264148.3796","68750421708.5064","83463311723.3928","96418786615.469","104389986691.237","126512468614.196","126790048434.731","138072578419.072","126086323460.821","143073453098.626","173144772851.669","170850032573.29","163720906630.582","165908868637.475","166731346437.529","171786761887.373","169538549671.103","183016456470.236","219593071857.725","261796408380.927","286519836951.906","313563958756.941","368740547135.766","418418164815.625","332700938045.898","365156061525.001","423187943008.756","398975576107.852","413572371493.06","427143291974.744","359051241755.781","377606160656.616","417980340772.354","453011551860.862","445308040880.784","419501446549.729","536427846318.596","565356119426.461","542674883879.225",
"Benin","BEN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","13852022.2718479","10801828.2565992","8317363.65794275","9703491.99266297","13861515.0554071","21069296.1775784","20739912.1478455","23474430.0040027","30461095.5550875","38939715.9124599","50633276.2786263","59595413.8093809","59023784.7218234","78995257.9259981","79408583.8002942","98337358.6004389","90731937.5535587","121349823.276191","153492202.684211","207784726.879978","222261839.296282","205681907.570707","225297401.750903","150766893.851437","205805472.710193","247338455.095396","222807317.486565","238541726.247604","223654543.994436","202741076.024483","375946888.879365","417201321.36147","393976833.800645","510965440.104994","452687270.137931","593804003.901637","625667798.508943","616436708.452127","665156777.433206","846151104.586659","725304886.00806","728426333.669514","827401656.41962","997331579.809427","1146038651.35219","1213941696.92857","1270214595.80969","1800691335.95807","2167074921.86083","1940710262.92026","2199999384.41004","2229520239.76133","2662421029.99897","3451240667.49663","4175438842.64093","2815204783.12488","3263416597.55351","3455561020.04159","3889962071.46759","4264332525.40811","3110348693.10499","3700554283.81399","3768036593.68594","4170034407.76298",
"Burkina Faso","BFA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","16066015.5277735","19014523.2019842","20997590.0505315","21985467.8188396","11484230.663974","19676611.9401145","21918943.175302","22215435.2110641","28569263.1922709","27823654.5207813","25007054.098666","26587935.4338148","37028534.9708903","42590341.8561142","62500033.8589196","69071585.0515765","80128162.0284074","90048519.1516871","110202772.487273","144182061.699373","172630479.08256","164734426.603165","143789749.49086","126168356.027405","160016200.325","154030064.347859","183075138.96731","269185210.483642","287730449.044585","228834176.818704","340110086.141584","327535406.089611","296949143.50596","286407891.48908","269161995.884847","336477084.673808","273232993.341465","264654980.388452","359254784.850846","283164589.796073","262543948.165201","288539801.148718","321134577.559381","437119286.678813","593230247.614684","604914704.78582","717391852.668023","789151147.099085","959257099.036903","1303153838.06675","2074074305.85765","3164493995.57507","3340989540.70765","3640311286.81321","3755133669.00295","3089098213.34422","3325889850.03121","3731626300.73619","4461756780.16476","4690831780.11539","5632452790.61293","6460208896.64941","5974448854.14295","5866151263.39551",
"Bangladesh","BGD","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","427347708.333333","519448541.666667","546086875","531067354.166667","540135791.666667","570741562.5","662275583.333333","675028062.5","623451562.5","690047541.666667","747575145.833333","550621104.166667","356841000","528824097.159748","463095606.326889","563045020.279405","480166471.380471","679513484.162896","738155879.62963","950929356.110381","996555891.472868","1038984088.1273","940219560.878244","986784511.784512","642600000","1199576923.07692","1128533333.33333","1212483870.96774","1442788415.29524","1594548385.95317","1866929977.69423","2062577030.81232","2405649867.37401","2990714285.71429","3039700748.12968","4122014925.37313","4507555012.22494","5075480093.67682","5876850220.26432","6028722961.73045","6588073941.56231","7227575982.20904","6791241511.40519","6876856649.39551","7257329709.52947","9999571015.39225","11741089556.3444","13530265640.2252","16182047682.9643","17359427992.7925","18471882436.8538","25621279024.2428","26877564843.4222","29306607469.6236","32830579729.9485","33831931004.0501","36922447162.046","37655756192.841","40732047404.0872","45992932855.1263","39053880559.8514","44386125441.8587","59275206064.019","57551451740.6239",
"Bulgaria","BGR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","7084153846.15385","7081357142.85714","6631000000","6153111111.11111","7061055555.55556","7341684210.52632","8106529411.76471","11461076923.0769","10277764705.8824","10207166666.6667","6833181818.18182","4758064516.12903","4876288659.79381","4138580850.90962","4368450184.50185","6141757603.7278","5962695838.41609","5610104531.89558","6304226753.8762","5825652718.0715","4797546243.42113","4947372829.68708","5519181983.41338","7277448747.67848","10713332855.0596","12703010482.5958","16151246707.5876","23262813855.8432","28590187694.8689","21963850651.0309","25430233172.914","33942571347.2351","32760867108.9798","36060911930.4678","36895812389.621","32411151577.0365","34462074254.3438","39731909547.7387","43595224926.031","44049411596.3597","39901309934.0069","52187732357.7432","63429230644.9876","63375299650.1502",
"Bahrain","BHR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","3813478376.22712","4547340159.57447","4337766223.40425","3611169946.80851","3768351063.82979","3716489627.65957","3013031914.89362","3472340425.53191","3529787234.04255","3811169946.80851","4887765691.48936","3923935904.25532","4009042287.23404","4361702127.65957","4520478723.40425","4796010638.29787","5364361436.17021","5020744946.80851","3994946808.51064","5221808510.6383","7176063829.78723","6607446808.51064","6956117021.2766","7980851063.82979","10336702127.6596","13396808510.6383","15662234042.5532","17314361702.1277","21231382978.7234","15704787234.0426","17880345744.6809","28609308510.6383","31409042553.1915","34102952127.6596","32069122340.4255","25650505319.1489","23780319148.9362","26732180851.0638","29959042553.1915","29564361702.1277","25249202127.6596","35234574468.0851","44581914893.617","40349468085.1064",
"Bahamas, The","BHS","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","589300000","688100000","785000000","939800000","961200000","1038300000","1153500000","1297900000","1503600000","1577900000","1664300000","","1648320000","1714730000","1585170000","1562180000","1606810000","1662790000","1699040000","1733680000","2335400000","2368200000","2801300000","3072900000","2834100000","3212800000","3176400000","3460500000","3812500000","3895000000","4257100000","4157100000","3412900000","3528800000","3769900000","4087400000","4175300000","4162300000","4241300000","3901400000","3950200000","4521500000","4629100000","2413900000","3353500000","5179300000","5699000000",
"Bosnia and Herzegovina","BIH","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194000000","381000000","658000000","1022025932.26516","1124011006.6217","1295466214.90962","1218441300.88654","1280121565.11077","1286840345.11132","1749751115.45058","2288902820.48075","2728982617.39837","3378094597.29891","4276282415.0824","5131416810.71543","4405139247.28548","5100600105.63809","5972861400.33278","5572942366.69053","6134185102.89189","6307950241.79724","5760366704.24363","6146467330.90555","7390002149.41859","8600140616.84324","8201251111.85139","6913561098.91262","10078259875.6899","11851985074.1613","12121807226.7181",
"Belarus","BLR","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7991967871.48594","6134969325.15337","10127048425.7043","11004262912.6599","10641574224.5816","6939556172.25154","6839769230.76923","8458551617.87365","8988380663.34273","7186245487.36462","8815230365.90808","8246546762.58993","9286372925.64715","11614414484.6851","15709960838.0473","18064972931.8142","22199798560.0776","27592401028.8526","37020969855.8322","24865004206.8706","29401680706.1249","48462076576.5494","51745313006.0334","44057927601.759","43300632818.5366","32749612425.9779","29831676604.3599","36550983211.0465","42294690637.257","41927389217.7152","37444226965.7625","49351334849.8725","46516126575.5303","48014398058.091",
"Belize","BLZ","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","88973677","84972543","70947948.5","76516537.5","108649358","83652581","104359482","137936011","161076592","172914999.5","223500000","214500000","285500000","289500000","320500000","329000000","355000000","382500000","401000000","440500000","488000000","491000000","542500000","583000000","592000000","674000000","824000000","863000000","936000000","767000000","885500000","1039000000","1137500000","1140000000","1186500000","1131000000","1059500000","1128500000","1182500000","1238500000","770500000","1155500000","1516500000","1695725300",
"Bermuda","BMU","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3370007000","3316640000","3221785000","3337183000","3281476000","3325330000","3403730000","3466748000","3719872000","3841155000","3246335000","3547380000","3950269000","4309400000",
"Bolivia","BOL","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","60500000","66583333.3333333","67250000","81166666.6666667","109333333.333333","128416666.666667","140833333.333333","168333333.333333","168000000","187916666.666667","247666666.666667","232000000","271538461.538462","350200000","741600000","624050000","756500000","864550000","849600000","1090400000","1091560000","1344440000","1627718750","1533073275.86207","1459340561.22449","1024367625.77012","844299427.458873","853524498.13855","862854335.425884","1061009895.66751","1108688418.82968","1147697877.0086","1131356484.28144","1094224543.8131","1295730953.91706","1514364434.86735","1670369478.49412","1673170826.40403","1673894695.46379","1398593388.4889","1534686673.10742","1626035910.54648","1710308633.19386","2069153669.06088","2731911668.34677","3394535859.01026","4783631930.98222","5483635308.79498","7487843216.67967","6194300356.12536","8093221339.98948","10565767132.6439","12774727337.1925","13518462720.6946","14285068717.7791","10186598887.1356","8311504860.39185","9341206390.69807","10470274257.4627","10210442517.0918","7425817969.41423","11243140347.7867","14351785313.0724","11524078062.1633",
"Brazil","BRA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","1069822093.95372","1109152823.34559","770900519.674771","2080325261.99351","1354466134.88626","1685625122.1861","1846958711.61305","1764834054.99797","2032731102.64928","2479930321.58748","2975391707.00149","3155632739.4951","4249449495.7691","6557708237.89377","8424673828.03794","9325921437.05926","10741988183.0392","12776590678.7557","13404621904.9098","16026612550.3001","21276141967.6084","24828388398.9376","21435129573.2899","23221079048.8769","28317692073.148","27305943480.8901","23640555933.3822","27820190341.2553","35921688764.4272","36878468232.3992","38116256002.0798","29723863636.3636","35668919610.8551","38682712856.2845","49978798948.0716","57922124038.4584","57235482141.0805","61680024619.8487","60723187855.068","57355149556.2405","66777380518.3383","69279555096.2874","72546876638.2809","84744257516.308","110739032053.055","135919140236.363","159213742531.583","186202879575.236","229517035697.556","180891970353.521","240003137741.747","303016626325.823","292808395453.514","290364173324.942","270458130850.098","232488824444.589","223863343103.297","258330777006.501","280543266303.121","264562979421.068","242872071018.291","319251201403.084","383177602116.201","393656923982.556",
"Barbados","BRB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Brunei Darussalam","BRN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","966815177.028537","1052165478.85126","1332744060.52674","1639747478.88825","1844746649.66304","2665369238.25439","4601608064.2329","4066849308.84388","3809768577.46989","3393672653.2737","","","","","","1845396865.44037","2175960382.51441","2468235362.21817","2421166297.41425","2248434358.15647","2087801582.25113","2827057059.70544","3065868297.44667","2972105446.77217","2044691629.1926","2567616759.59921","3743517657.28173","3531476931.52183","3588069776.66167","4187448771.36039","4978970783.15992","6177687105.25686","7607073525.19496","7651436604.71826","10502405643.892","7112433474.13901","9239730724.18297","12875904772.4286","13364336606.2004","12312003443.1882","11656782737.7194","6751297356.70163","5651998491.70411","6012333907.78369","7045735092.60483","7804888563.58884","6886059828.56093","11228855785.0941","14411072057.5856","11578413364.5297",
"Bhutan","BTN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","18503245.2853225","22606627.019412","20411137.5705807","19970495.7907288","21882348.4061679","25823143.0015159","35502016.4012956","59610384.6005478","79702765.2993088","77419494.006348","80463907.2185563","80401687.8932874","80226226.6078861","74253380.0548658","79954759.620322","114470385.351106","112281787.465097","131386622.516068","124774096.741431","130394708.885486","129011858.833257","125226723.098729","128203231.910492","158790865.839343","218044359.018544","313220132.210959","488533694.39006","657484027.305152","613949836.735545","565372359.169096","673077627.255369","750018032.177615","706237987.889414","727610630.404777","714242545.927674","689951582.102045","639422101.508163","737148273.253984","754068442.88828","860577749.110661","689742274.611024","808455596.946177","739014454.243697","",
"Botswana","BWA","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","7990792.36416704","8954881.38979759","9954224.58693473","11044517.794955","11990090.0511531","14518367.1304168","15063118.6513488","14434139.8786695","15272009.1269432","17616985.8381716","23729296.189075","42248934.6531096","61462576.4076871","94797108.2559925","125243385.721665","154832672.53363","187450046.862512","229880279.348188","307369254.86351","443738520.037251","562900061.114864","533739354.493282","553774494.712337","727761034.01688","754559745.157979","739001569.984132","951576888.200159","1476466415.43687","1864990911.01987","1826381244.39795","2086950258.69863","2090888359.81375","1997748521.72677","1959245999.40159","2036880108.9157","2404870920.53371","2609472302.63429","3056374790.69444","2361188675.49481","3027163553.28643","3000196009.25164","2671112100.25337","2836771499.44246","3667669548.87978","4444139018.51733","5249438114.40968","5136222269.86604","5968390548.64143","5037792114.61554","3625814470.20898","5325894408.36078","6684404436.05826","6691579858.7139","8759959354.23986","9480529368.99091","7183595978.7509","8236832499.81332","6912339736.57387","7532912345.37339","6203274315.31089","4681117525.27574","7858679909.85688","8848562925.38457","6260105935.04954",
"Central African Republic","CAF","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","26101663.4259752","32618432.1655383","30610519.6477239","32650882.1445961","40403677.005895","40806173.5372314","44773974.2010814","43089266.5945851","65799815.5423568","51399886.5074055","60397784.8485851","60030793.1039366","57429305.1610568","77607287.9229855","78051063.3886003","80012173.7888853","100096593.229893","127861442.610841","142999455.010829","157199524.08792","201027871.816561","169417093.942378","165958867.191733","159064467.503475","149211730.986615","190340640.209863","204099898.914805","214306703.887828","224453247.444129","250535801.891474","245892979.741471","242234407.665641","238129778.715737","218665899.352471","199169785.120117","247850125.445452","216376647.844288","252105056.490783","219168761.717854","192136061.26759","186767826.180021","160016888.52944","158999418.934245","208312702.529568","178103975.62981","178779525.589052","209279918.840122","239933929.811439","219347920.194474","203464465.630003","249093430.271024","320053983.563233","289922950.677384","253274134.908027","315975056.005751","289437777.667248","270501993.134169","357682916.800674","354024742.201165","349974468.904547","353021263.260214","332868820.827631","293074002.707976","369034170.824999",
"Canada","CAN","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","7215712236.96798","7439414166.10697","8094515611.35049","9398224064.40888","9996446867.04438","11675300776.8421","13131449205.2398","15002668947.8911","16551276495.1988","19265001435.5441","20913052089.5227","24070108091.7264","29896010398.9601","38617586912.0654","38302202123.4762","44942190669.3712","48202162670.4278","53813447882.8789","64212907631.8935","75584160109.4766","81065977145.7169","79268055442.9764","85210159039.273","99654852907.1114","100872940314.903","102284994602.375","112629713423.831","132708214837.085","142065878378.378","149461775797.052","149170812603.648","155724331926.864","168751259592.28","190114967779.731","218740163217.721","233945727906.124","249765997399.971","253784967981.126","283991384532.544","329258635782.102","310667613636.364","304705919836.87","330149882235.386","383240584166.026","432369202838.752","467052186177.715","502770691741.923","534150890346.767","391985828011.548","471736717163.276","550163771962.44","554964544782.69","560108797442.998","573083180253.852","495747450357.728","481357649980.237","518766780219.71","557719627178.031","564142104614.779","487990676642.934","626659601646.079","731555074343.765","714927640904.957",
"Central Europe and the Baltics","CEB","Exports of goods and services (current US$)","NE.EXP.GNFS.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128531796176.895","136223586614.304","143566096754.815","158192011760.726","153104194801.63","165359937271.443","183147249726.146","206577078521.064","264219956465.689","345675885141.543","412793832177.013","501682895693.452","640007686370.323","761118153963.796","601004885453.792","687514918422.675","822765256626.433","797711603961.412","854154656025.227","896118613065.146","793170286033.728","822260862848.751","929361895735.833","1042089286858.11","1040668115729.14","984882902094.702","1216034358210.32","1342006595340.49","1426064881737.24",
